"종류(01한식,02중식,03일식,04양식,05기타외국음식,06디저트/카페)",테마(국가),업소명,전화번호,주소1,주소2,주요요리,위도,경도,사장님이자랑하는내가게한마디
5,이탈리아,어썸레스토랑,070-4131-2162,서울특별시 용산구 녹사평대로32길 36,1층 (이태원동),"주요메뉴 : 바릴페스토파스타 17,000, 립아이스테이크 35,000, 안심스테이크 39,000추천메뉴 : 안심스테이크 39,000",37.53318426,126.9904374,스테이크 맛집
5,중국,대한각,02-798-9990,서울특별시 용산구 녹사평대로26길 21,2층 (이태원동),"주요메뉴 : 원족 38,000, 소양가지 28,000, 토마토소고기탕면 7,000, 토마토 계란 덮밥 7,000추천메뉴 : 원족 38,000",37.53087416,126.9913066,자영농장 100% 무농약 채소를 사용한 중국요리 전문점
5,우즈베키스탄,라자트(LAZZAT),02-792-7008,서울특별시 용산구 녹사평대로32길 15,2층 (이태원동),"15주요메뉴 : 솜사(소고기파이) 3,000, 양고기그릴샤실릭 8,000우즈베크 필라프 10,000추천메뉴 : 우즈베크 필라프 10,000 ",37.53367074,126.9896997,
5,이탈리아,룸에이치(Room H),02-796-5061,서울특별시 용산구 녹사평대로 248,1층 (이태원동),"주요메뉴 : 안심 스테이크(Tenolerloin) 20,000, 갈릭 고르곤 피자 full14,000추천메뉴 : 갈릭 고르곤 피자 14,000",37.53969282,126.9875581,"저렴한 음식 가격과 고퀄리티에 음식맛, 고급스러운 분위기 레스토랑"
5,멕시코,토마틸로이태원,02-794-9225,서울특별시 용산구 이태원로27가길 12,(이태원동),"주요메뉴 : 타코 11,000, 부리또 13,000, 퀘사디아 13,000, 토스타다 9,500추천메뉴 : 타코 11,000",37.53517754,126.9945827,멕시코 전문점 펍앤그릴 토마틸로
5,베트남,포포유,02-749-8947,서울특별시 용산구 녹사평대로 246-1,(이태원동),"주요메뉴 : 포포유 콤비네이션 12,000, 양지 쌀국수 8,000,  짜조(쌀피고기만두튀김) 6,000, 스프링롤 3,000추천메뉴 : 양지쌀국수 8,000",37.53962434,126.9874993,샌프란시스코의 유명베트남쉐프의 레시피를 받아 미국식 쌀국수를 정성스럽게 만들고 있습니다.
5,미국,예스버거(Yes burger),02-794-3312,서울특별시 용산구 녹사평대로 220,2층 (이태원동),"주요메뉴 : 오!예스버거 7,700, 로드하우스 10,000, 더 젠틀맨 10,000추천메뉴 : 더 젠틀맨 10,000",37.53722403,126.9870471,맛있는 수제버거와 간단하게 맥주한잔하기 좋은집
5,쿠바,더버뮤다,02-749-9447,서울특별시 용산구 녹사평대로 168-6,(이태원동),"주요메뉴 : 모히또(쿠바술) 13,000, 쿠바 리브레(쿠바술) 13,000, 쿠바 샌드위치 16,000추천메뉴 : 쿠바 샌드위치 16,000",37.53325625,126.9893558,단 하나의 쿠바와 남미를 담는 곳
5,멕시코,칠리칠리,02-797-7219,서울특별시 용산구 녹사평대로 218,"지상 1,2층 (이태원동)","주요메뉴 : 따코 5,000, 부리또 8,000, 엔칠라다 9,000추천메뉴 : 엔칠라다 9,000",37.53712312,126.9870652,멕시코 대중음식 따코 전문점
5,아랍,아라빅하우스,02-702-6559,서울특별시 용산구 녹사평대로 218,지상3층 (이태원동),"주요메뉴 : 캅사 15,000~16,000, 다우드 바샤 15,000, 아랍커리 18,000추천메뉴 : 캅사 15,000~16,000",37.53712312,126.9870652,정통 아랍 음식을 즐길 수 있는 아라빅하우스!
5,스페인,미마드레,02-790-7875,서울특별시 용산구 녹사평대로 224-1,2 층 (이태원동),"주요메뉴 : 해물치킨빠에야 19,000(1인분), 타파스샘플러 31,000, 상그리아 8,000(1잔)추천메뉴 : 해물치킨빠에야 19,000(1인분)",37.53773939,126.986961,스페인 정통 타파스 바
5,"프랑스, 이탈리아",(주)페어몬트인베스트먼트쁘띠발롱경리단,02-790-2277,서울특별시 용산구 녹사평대로 228-1,1층 (이태원동),"주요메뉴 : 런치 2코스 28,000, 33,000, 디너 4코스 44,000~88,000추천메뉴 : 런치 2코스 28,000, 33,000",37.53799168,126.9869972,프렌치 이태리 코스와 다양한 와인이 준비된 프라이빗한 공간
5,일본,아자쓰,070-8849-6922,서울특별시 용산구 녹사평대로 236,1층 (이태원동),"주요메뉴 : 창고나베 29,000, 야끼소바 13,000, 츠쿠네피망 10,000추천메뉴 : 야끼소바 13,000",37.53871971,126.9872007,색다른 일본요리를 드시고 싶다면 아자쓰!
5,멕시코,돈차를리세군도(Don Charly Segundo),070-4219-4475,서울특별시 용산구 녹사평대로 238-1,지상2층 (이태원동),"주요메뉴 : Alambre(소고기따꼬) 8,000~11,000, Camarones a la crema de chipotle(새우따꼬) 8,000~11,000, La gringa(돼지 치지 또로띠야) 10,000 추천메뉴 : Alambre(소고기따꼬) 8,000~11,000",37.53884585,126.9872188,경리단길 따꼬가 맛있는 집
5,멕시코,빠꼬로꼬(Paco Loco),070-8821-6445,서울특별시 용산구 녹사평대로 246,1층 (이태원동),"주요메뉴 : 부리또 9,000~, 타코 7,000~, 퀘사디아 11,000추천메뉴 : 퀘사디아 11,000~ ",37.53954866,126.9874766,경리단길 아담한 타코 집
5,미국,케이번버거 이태원,02-790-4948,서울특별시 용산구 녹사평대로 168,지상1층 (이태원동),"주요메뉴 : 케이번 치즈 버거 11,300, 케이번 베이컨 치즈 버거 13,400, 케이번 베이컨 치즈 에그 버거 13,900, 케이번 버거 9,800 추천메뉴 : 케이번 치즈 버거 11,300",37.5333211,126.989125,"빵, 패티, 소스를 직접 만드는 버거집"
5,"노르웨이, 이탈리아",살모니스트,02-749-7918,서울특별시 용산구 이태원로20가길 7-5,지하1층 (이태원동),"주요메뉴 : 연어파스타 19,000, 연어피자 15,000추천메뉴 : 연어파스타 19,000",37.53372501,126.9924241,특일급 호텔 주방장 출신 2명이 연어를 주제로 만든 분위기 좋은 레스토랑
5,태국,카오산,02-790-7029,서울특별시 용산구 이태원로20가길 13,1층 (이태원동),"주요메뉴 : 푸팟퐁커리(꽃게커리) S 19,000, M 27,000, L 34,000, �c양꿍 17,000, 파타이 13,000추천메뉴 : �c양꿍",37.53358448,126.9929219,태국 유명 호텔 조리장분께 음식을 전수받아 태국 맛에 가깝게 연출. 꽃게커리 등. 한국인 입맛을 사로잡는 음식이 많습니다.
5,나이지리아,해피홈레스토랑(Happy Home Restaurant),02-797-3185,서울특별시 용산구 이태원로20길 2-10,2층 (이태원동),"주요메뉴 : Egusi soup 8,000, Tomato soup 8,000, Jollf Rice 11,000추천메뉴 : Egusi 8,000",37.53403849,126.9915008,서아프리카 전통음식
5,태국,스파이스마켓,02-516-0834,서울특별시 용산구 이태원로26길 28,지상2층 (이태원동),"주요메뉴 : �c양꿍 12,000~20,000, 솜땀 16,000, 가이수언 13,000, 파치이느아 20,000, 얌문센 16,000추천메뉴:�c양꿍 12,000~20,000",37.53327097,126.9935058,태국 현지 조리사가 조리하는 분위기 좋은 태국 레스토랑
5,미국,시카고,02-794-8120,서울특별시 용산구 이태원로27가길 37,"지상4,5층 (이태원동)","주요메뉴 : 시카고 딥디쉬 피자(토마토, 바질, 꽈트로, 디아볼라, 바삭퐁) 20,000~23,000, 바베큐프라이즈 17,000, 떠먹는 찹샐러드 16,000추천메뉴 : ""시카고 딥디쉬 피자(토마토, 바질, 꽈트로, 디아볼라, 바삭퐁) 20,000~23,000 """,37.53487473,126.9930983,The original chicago pizza is O.N.L.Y found here
5,브라질,(주)코파카바나그릴,02-796-1660,서울특별시 용산구 이태원로27가길 41,"지상1,2층 (이태원동)","주요메뉴 : 무제한 리필 바비큐 29,000(VAT포함) 추천메뉴 : 무제한 리필 바비큐 29,000(VAT포함)",37.53486751,126.9930033,브라질 전통 바베큐요리를 무한으로 즐기세요
5,이탈리아,올드스탠,02-793-3433,서울특별시 용산구 이태원로27가길 43,지상1층 (이태원동),"주요메뉴 : 까르보나라 17,000, 알리오올리오 16,500, 마르케리타 17,000추천메뉴 : 까르보나라 17,000",37.53482786,126.9928992,이탈리아 전문 음식점
5,스페인,타파스바,02-790-0799,서울특별시 용산구 이태원로27가길 49,지상1층 (이태원동),"주요메뉴 : 빠에야 13,000, 랑바스 9,000, 하몽 15,000 추천메뉴 : 빠에야 13,000",37.53486388,126.9925462,타파스 전문점. 스페니쉬 바
5,스페인,미카사,02-790-0063,서울특별시 용산구 이태원로27가길 51,지상1층 (이태원동),"주요메뉴 : 하몬(스페인산 돼지 뒷다리 햄) 29,000, 감바스(올리브 오일에 새우와 마늘을 익힌 냄비요리) 19,000, 빠에야(여러가지 해산물이 들어간 스페인 정통 쌀요리) 32,000추천메뉴 : 하몬 29,000",37.53484945,126.9923425,스페인 헤드쉐프가 총괄하는 오픈 키친 형태의 레스토랑과 와인 디스펜서가 있는 라운지의 매장
5,태국,생어거스틴,02-790-5447,서울특별시 용산구 이태원로27가길 54-4,지하1층 (이태원동),"주요메뉴 : 뿌팟봉커리 26,000, 왕새우팟타이 16,000, 나시고랭 12,000추천메뉴 : 뿌팟 봉커리 26,000",37.53509812,126.9921932,한국 속 프랑스거리 생어거스틴에서 선보이는 아시안 푸드
5,미국,맥.앤,,서울특별시 용산구 이태원로19길 23,지상1층 (이태원동),"주요메뉴 : 맥앤치즈 13,000, 치즈 프라이즈 7,900, 퀘사디아 14,900추천메뉴 : 맥앤치즈 13,000",37.53548371,126.9916184,마카로니 앤 치즈를 6가지 맛으로 맥주와 와인을 함께 즐길 수 있는 곳
5,"영국, 이탈리아",코타지카페보리,02-6012-3383,서울특별시 용산구 이태원로19길 6,지상1층 (이태원동),"주요메뉴 : 피쉬앤칩스 17,000, 수제버거 16,000, 파스타 15,000, 브런치 10,000~15,000추천메뉴 : 피쉬&amp;칩스 17,000",37.53474131,126.9919941,케주얼다이닝을 모토로한  코티지 레스토랑 & 카페
5,미국,피셔맨즈,02-790-9544,서울특별시 용산구 이태원로20가길 7-2,지상3층 (이태원동),"주요메뉴 : 쉬림프록 셋트 14,000, 관자버터구이 25,000, 명란크림파스타 16,000추천메뉴 : 쉬림프 세트 14,000",37.53372863,126.9926821,통통한 새우가 통채로 들어간 아메리칸 스타일 롤
5,일본,바램,02-795-8890,서울특별시 용산구 이태원로20가길 7-5,지상1층 (이태원동),"주요메뉴 : 양갈비 25,000, 양등심 23,000, 양갈비살 21,000추천메뉴 : 양갈비 25,000",37.53372501,126.9924241,일본식 양고기 숯불구이점
5,이탈리아,(주)하베스트남산,02-793-2299,서울특별시 용산구 소월로44가길 7,(이태원동),"주요메뉴 : 안심스테이크 53,000, 샐러드 20,000",37.54244314,126.9933466,
5,파키스탄,(주)우스마니아인터내셔날레스토랑,02-798-7155,서울특별시 용산구 우사단로 34,지하1층 (이태원동),"주요메뉴 : Mix vegetable set 14,000, Mutton Qurma 16,000추천메뉴 : Chicken curry set 15,000",37.53322782,126.9956916,
5,인도/터키(할랄),포랜레스토랑(FOREIGN RESTAURANT),02-794-9292,서울특별시 용산구 우사단로 42,(이태원동),"주요메뉴 : 케밥 아랍요리 12,000~17,000. 커리 12,000, 탄두리 12,000~17,000추천메뉴 : 뷔페 16,500",37.53395223,126.995764,다양한 메뉴를 접할 수 있고 이슬람분들이 믿고 먹을 수 있는 할랄 레스토랑
5,이탈리아,피자레볼루션(이태원점),02-797-8290,서울특별시 용산구 우사단로 47,(이태원동),"주요메뉴 : Caprese pizza 5,900, Pepperon pizza 5,900추천메뉴 : Hot Chicken pizza 5,900",37.53435226,126.9954924,
5,이란,페르시안랜드,02-797-7109,서울특별시 용산구 보광로60길 10,(이태원동),"주요메뉴 : 피자 9,000, 12,000, 샌드위치 5,000추천메뉴 : 양고기 바비큐 9,000, 13,000",37.53388371,126.9947231,
5,인도/파키스탄,봄베그릴,02-792-7155,서울특별시 용산구 우사단로10길 11,1층 (이태원동),"주요메뉴 : Tandoory Grill 20,000, 브리야니 10,000추천메뉴 : Tandoory Grill 20,000",37.53319901,126.9962347,탄두리 바비큐를 추천
5,파키스탄,AL- HOOR,,서울특별시 용산구 우사단로10길 15,1층 (이태원동),"주요메뉴 : 양고기 10,000, 치킨커리 10,000, 디카 10,000추천메뉴 : 양고기 10,000",37.53326389,126.9964203,
5,레바논,알아지스(ALAZIZ),02-790-9865,서울특별시 용산구 우사단로10길 15,1층 (이태원동),"주요메뉴 : Beef or Lamb 6,000, Chicken 5,000, Falafel 5,000 추천메뉴 : Beef or Lamb 6,000",37.53326389,126.9964203,Beef or Lamb를 추천람
5,파키스탄(할랄),마리푸드(MARREE FOOD),02-3785-1436,서울특별시 용산구 우사단로10길 20,(이태원동),"주요메뉴 : 김치찌개 10,000, 순두부 12,000, 잡채밥 10,000추천메뉴 : 김치찌개 10,000",37.5330873,126.9966375,할랄 고기를 쓴 한국음식점
5,인도,핑크보우트레이딩 리틀인디안서울 주식회사,02-793-5416,서울특별시 용산구 우사단로10길 21,(이태원동),"주요메뉴 : 탄두리 치킨 18,000 치킨 말라이 케밥 14,000, 치킨 마살라 11,900추천메뉴 : 탄두리 치킨 18,000",37.53329273,126.9967099,
5,인도네시아/이집트,씨티사라,,서울특별시 용산구 우사단로10길 7,1층 (이태원동),"주요메뉴 : Nasi Goreng(볶음밥) 10,000, Mi Goreng(볶음라면) 10,000추천메뉴 : Half grill chicken 10,000",37.53315935,126.9959587,
5,터키,파샤터키레스토랑,02-766-8445,서울특별시 용산구 이태원로 188-1,(이태원동),"주요메뉴 : 도네르 두룸케밥 5,000 아나톨리아랩 10,900 Lahmacun 9,900추천메뉴 : 도네르 두룸케밥 5,000",37.53426214,126.9949041,
5,터키,페트라 팰리스(PETRA PALACE),02-749-9329,서울특별시 용산구 이태원로 197,(이태원동),"주요메뉴 : 치킨캅사 18,000 치킨 버트라 15,000추천메뉴 : 램 코프타 15,000",37.53483521,126.9959178,
5,이탈리아,라그릴리아 이태원점,02-790-9313,서울특별시 용산구 이태원로 200,(이태원동),"주요메뉴 : 꽈뜨로 포르마지 14,000, 로얄 까르보나라 14,000 추천메뉴 : 파이어 온더 비프 28,000",37.53442076,126.9961668,
5,터키,케르반베이커리,02-790-5585,서울특별시 용산구 이태원로 204,(이태원동),"주요메뉴 : 쿠키 5,000, 로쿰(200g) 10,000추천메뉴 : 바클라바(200g) 7,000",37.53450727,126.9965198,
5,일본,멘야산다이메,02-790-4129,서울특별시 용산구 이태원로 206,(이태원동),"주요메뉴 : 츠케멘 8,000, 블랙라멘 7,500, 야끼라멘 9,000추천메뉴 : 츠케멘 8,000",37.53450728,126.9967506,
5,이탈리아,라블루피제리아,02-807-7776,서울특별시 용산구 이태원로 230,"2,3층 (한남동)","주요메뉴 : 리코타 치즈 샐러드 17,500, 만로 머쉬룸 파스타 19,000추천메뉴 : 슈퍼라자냐 피자 17,000",37.53549482,126.9992895,르꼬르동블루 출신 쉐프가 직접 요리하는 레스토랑으로 모든 음식은 수작업으로 하며 맛있고 깔끔한 맛을 느낄 수 있습니다.
5,태국,얌타이,02-6349-2122,서울특별시 용산구 이태원로 230-2,(한남동),"주요메뉴 : 팟타이 8,000, 쏨땀 17,000추천메뉴 : 쌀국수 8,000",37.53558131,126.9994162,
5,일본,니시키(NISIKI),02-749-0446,서울특별시 용산구 이태원로 232,(한남동),"주요메뉴 : 일본사누끼우동 7,500 히야시 탄탄면, 붓가케, 카레우동(우동) 9,500추천메뉴 : 돈카츠 13,000",37.53562816,126.9994931,일본 사누끼우동 전국대회에서 1등 수상
5,이탈리아,피자무쪼(pizza muzzo),02-795-6164,서울특별시 용산구 이태원로 199,(이태원동),"주요메뉴 : 디아볼라(Diavola) 19,000 라사가 클레시아(Lasagaa Classica)추천메뉴 : 마르게타 디오씨(Margherita)20,000",37.53483522,126.9962075,
5,미국(뉴욕),믹존스피자(Mick jones`s pizza),,서울특별시 용산구 회나무로 66,1층 (이태원동),"주요메뉴 : 피자(한조각) 4,500추천메뉴 : 피자(한조각) 4,500",37.54011499,126.9938492,오리지널 뉴욕스타일 피자
5,레바논,허머스키친,02-790-7922,서울특별시 용산구 이태원로 214-1,(한남동),"주요메뉴 : 케밥 31,800, 중동식 피자 18,000추천메뉴 : 허머스 스리즈 11,000",37.53460821,126.9979046,중동 레바논 음식을 기초로한 건강한 느낌의 음식
5,태국,타이오키드,02-795-3338,서울특별시 용산구 이태원로 214-1,(한남동),"주요메뉴 : 뿌님퐁커리 30,000, 팟타이 15,000추천메뉴 : �c양꿍 18,000",37.53460821,126.9979046,
5,프랑스,브래드쇼(Bread Show),02-792-2233,서울특별시 용산구 이태원로 214-1,(한남동),"주요메뉴 : 바게트 3,800, 에끌리어 4,000추천메뉴 : 갈레트 20,000",37.53460821,126.9979046,
5,미국,투브로즈,02-790-0610,서울특별시 용산구 이태원로 216,(한남동),"주요메뉴 : 머쉬룸 치즈버거 9,300, 에그먼 베이컨 치즈버거 9800추천메뉴 : 포테이토 치즈버거 9,300",37.53468751,126.9981354,
5,이탈리아,안도(ANDO),02-749-0619,서울특별시 용산구 이태원로 216,(한남동),"주요메뉴 : 일리오 올리오 15,000, 티라미슈 12,000추천메뉴 : 시금치 베이컨 크림 바질 페스토 피자 20,000",37.53468751,126.9981354,
5,스페인,스페인클럽,02-795-1118,서울특별시 용산구 이태원로 216,(한남동),"주요메뉴 : Paeua(해산물빠에야) 35,000, Albon(미트볼요리) 15,000추천메뉴 : Tapas Gambas(새우요리) 14,000",37.53468751,126.9981354,
5,호주,쓰리앨리,02-792-0117,서울특별시 용산구 이태원로 220,(한남동),"주요메뉴 : 스테이크 19,500, 치킨윙 9,500추천메뉴 : 오지버거 16,500",37.53481365,126.9984794,
5,인도,이태원겐지스,02-6368-7376,서울특별시 용산구 이태원로 228,(한남동),"주요메뉴 : 카레18,000, 란 2,500추천메뉴 : 만도라 25,000",37.53481365,126.9984794,
5,프랑스,키이츠,02-793-3081,서울특별시 용산구 소월로38길 30-8,1층 (이태원동),"주요메뉴 : 스테이크 60,000, 생선 55,000추천메뉴 : 치킨 50,000",37.54349889,126.9901193,
5,이탈리아,브루터스,02-749-3830,서울특별시 용산구 소월로38가길 30,(이태원동),"주요메뉴 : 스테이크 99,000, 파스타 22,000추천메뉴 : 스테이크 99,000",37.54210417,126.9904227,
5,베트남,레호이,070-4242-0426,서울특별시 용산구 소월로38가길 5,1층 (이태원동),"주요메뉴 : Pho(소고기 쌀국수) 12,000, Buncha(베트남식 국수) 12,000추천메뉴 : Comga(베트남식 덮밥) 12,000",37.5432322,126.9901691,
5,멕시코,로스아미고스(Los Amigos),02-795-9711,서울특별시 용산구 이태원로27가길 37,3층 (이태원동),"주요메뉴 : 바하브리또 13,000~19,000, 퀘사디아 13,000~17,000, 타코 13,000~16,000추천메뉴 : 사즐링화이타 18,000~20,000(또티아 장당 300원 추가) ",37.53487473,126.9930983,한국에서 쉽게 접하지 못 할 여러가지 멕시코 음식들이 준비되어 있습니다
5,프랑스,빔봄(bimbom),070-8849-6245,서울특별시 용산구 회나무로 51,지상2층 (이태원동),"주요메뉴 : brunch tasting menu 44,000 (2인기준)추천메뉴 : brunch tasting menu 44,000 (2인기준)",37.54014373,126.9922832,
5,유럽권,유니버스 샌드위치,,서울특별시 용산구 회나무로 66,지상1층 (이태원동),"주요메뉴 : 마리네이드치킨&amp;감처트니 샌드위치 5,000, 루벤 샌드위치 5,500추천메뉴 : 후무스&amp;머쉬룸 파니니 8,500",37.54011499,126.9938492,"다국적 샌드위치 메뉴 유럽식 루벤샌드위치(프랑스햄), 유럽 치킨샌드위치 중동식 후무스 샌드위치 계절별로 메뉴는 상시 바뀜."
5,유럽권,만나키친(MANNA Kitchen),,서울특별시 용산구 회나무로 66,지상1층 (이태원동),"주요메뉴 : 민트/바질 모이또 4,900, 허브티 4,500추천메뉴 : 샐러드&amp;포크 8,500 ",37.54011499,126.9938492,
5,이탈리아,예환(Ye`hwan),02-798-798,서울특별시 용산구 회나무로 74,(이태원동),"주요메뉴 : 블랙 페퍼 스테이크 40,000, 해산물 토마토 파스타 18,000, 새우리조또 20,000추천메뉴 : 블랙 페퍼 스테이크 40,000",37.54040696,126.9947589,홈메이트 가정식 이탈리안
5,유럽권,올리아 키친 앤 그로서리,02-792-6004,서울특별시 용산구 회나무로42길 4,(이태원동),"주요메뉴 : 꽃게 로제 파스타 29,800, 제주 돌문어 샐러드 28,800, 제주 흑돼지 뱅 39,800추천메뉴 : 제주 흑돼지 뱅 39,800",37.54073136,126.9958496,제주도에서 공수한 한국식 재료를 접목한 퓨전 이탈리안 요리를 맛 볼 수 있고 그로서리 식료품점과 갤러리 공간이 공존하는 복합 문화 공간 입니다.
5,미국,소울트럭,070-4230-0506,서울특별시 용산구 회나무로26길 7,(이태원동),"주요메뉴 : 풀드포크보울 14,000, 칠리치즈프라이 11,000추천메뉴 : 올스타 14,000",37.53941567,126.99155,최고의 햄버거! 좋은음악!
5,"독일, 스페인",(주)존쿡델리미트이태원점,02-796-8050,서울특별시 용산구 회나무로26길 7,(이태원동),"주요메뉴 : 바이에른 학센 45,000 존쿡 스페어 립 37,000추천메뉴 : 바이에른 학센 45,000",37.53941567,126.99155,
5,이탈리아,디코드,02-790-3228,서울특별시 용산구 회나무로25길 1,(이태원동),"주요메뉴 : 한우 채끝등심 100g당 25,000, 새우로제파스타 21,000, 베이비 백립 26,000추천메뉴 : 한우 채끝등심 100당 25,000",37.53994185,126.9914459,"이태리, 프렌치 음식을 중심으로 남산 전망과 테라스에서 식사를 하실 수 있습니다."
5,이탈리아,스테키,02-794-0127,서울특별시 용산구 회나무로25길 1,(이태원동),"주요메뉴 : 등심 스테이크 100g 2,4000, 채끝 스테이크 100g 24,000 *최소 200g부터 주문가능추천메뉴 : 안심 스테이크 25,000",37.53994185,126.9914459,친환경 한우 브랜드`녹색한우`를 이용한 한우전문 스테이크 하우스
5,미국,팬스테이크키친경리단점,02-749-7017,서울특별시 용산구 회나무로25길 1,(이태원동),"주요메뉴 : 팬 스테이크 14,000 스트립로인 스테이크 18,000 서해바다 파스타 15,000 김치필라프 라이스 9,500 추천메뉴 : 팬 스테이크 14,000",37.53994185,126.9914459,
5,일본,오후정,02-749-5219,서울특별시 용산구 회나무로13길 14-8,"지상1,2층 (이태원동)","주요메뉴 : 오세트 14,900, 후세트 16,900, 정세트 18,900 1인당 가격추천메뉴 : 오세트 14,900, 후세트 16,900, 정세트 18,900",37.53996696,126.9899975,
5,영국,블루밍런던,,서울특별시 용산구 회나무로13가길 28,지상1층 (이태원동),"주요메뉴 : 선데이 로스트 15,000 코러지 파이 15,000 영국식 카레추천메뉴 : 선데이 로스트 15,000",37.54093292,126.991052,소박하지만 건강하고 따뜻한 한끼를 먹을 수 있는 영국 가정식
5,일본,메시야(mesiya),02-6402-0208,서울특별시 용산구 회나무로13가길 23,(이태원동),"주요메뉴 : 일본 가정식 백반 15,000~16,000(가지덮밥, 규동, 하야시라이스)추천메뉴 : 일본 가정식 백반 15,000~16,000(가지덮밥, 규동, 하야시라이스) ",37.54105904,126.990794,
5,유럽,소셜테이블(SOCIAL TABLE),02-796-7565,서울특별시 용산구 회나무로13가길 22,(이태원동),"주요메뉴 : 우니아란치니 15,000 립아이스테이크 43,000 알레스카 플로리다 16,000추천메뉴 : 우니아란치니 15,000",37.54079234,126.990785,유러피안타파스 그릴&바
5,미국,로코스(LOCOS),02-794-3234,서울특별시 용산구 회나무로 83,(이태원동),"주요메뉴 : Samdler- Brisket, center cut beef rib, pulled pork 56,900추천메뉴 : Samdler- Brisket, center cut beef rib, pulled pork 56,900",37.54098723,126.9955418,Weeping good!
5,멕시코,타코세뇨리타,,서울특별시 용산구 회나무로 78,지상1층 (이태원동),"주요메뉴 : 퀘사디아 2p 7,000/3p 9,000 부리토 8,000추천메뉴 : 퀘사디아 2p 7,000/3p 9,000",37.54055834,126.9951345,"직접 만든 핫소스, 살사 등 신선한 가정식 타코"
5,태국,소이연남,,서울특별시 용산구 회나무로 66,지상1층 (이태원동),"주요메뉴 : 소고기국수 8,000추천메뉴 : 소고기국수 8,000",37.54011499,126.9938492,진한 태국 소고기 국수!
5,미국/이탈리아,니키타,,서울특별시 용산구 회나무로 66,지상1층 (이태원동),"주요메뉴 : 니키타버거(단품) 8,500추천메뉴 : 니키타버거 8,500, 라구 딸리아뗄레 12,000 ",37.54011499,126.9938492,최고급 소고기 패티가 들어간 수제버거와 생면 파스타!
5,이탈리아,씨리어스델리,02-797-3354,서울특별시 용산구 회나무로 46,(이태원동),"주요메뉴 : 고르곤졸라 16,000, 새우크림파스타 15,000 씨리어스 버거 16,500추천메뉴 : 고르곤졸라 16,000",37.53966437,126.9918578,씨리어스 델리 꽃 피자
5,이탈리아/다국적,아워커뮨,02-792-8764,서울특별시 용산구 회나무로 38,지상1층 (이태원동),"주요메뉴 : 그릭요거트 40,000, 오븐토스트 12,000~15,000,  명란크림파스타 12,000 고등어파스타 16,000추천메뉴 : 그릭요거트 40,000",37.53962103,126.9906991,"shop in shop 형태의 레스토랑 커피, 그린요거트 전문점 입점."
5,미국,포스트앨리동하드림,02-790-3483,서울특별시 용산구 회나무로 32,"지상1층, 지하1층 (이태원동)","주요메뉴 : 등심 스테이크(��) 35,000, 등심 스테이크(드라이) 40,000추천메뉴 : 등심 스테이크(��) 35,000",37.53950926,126.9901515,
5,프랑스,치즈어랏,02-796-8160,서울특별시 용산구 회나무로 24-1,"지상1층, 지하1층 (이태원동)","주요메뉴 : sirloin &amp; hot vegeterbles 27,000, spisy cream pasta 16,000추천메뉴 : sirloin &amp; hot vegeterbles 27,000 ",37.53921728,126.98945,치즈 덕후라면 꼭 먹어봐야 할 치즈 어랏.
5,중국,마라,02-794-5559,서울특별시 용산구 이태원로45길 4,"1,2층 (한남동)","주요메뉴 : 꿔바로우 (소) 18,000, (대) 35,000, 훠기 20,000추천메뉴 : 마라샹리 (소) 38,000, (대) 53,000",37.5361976,126.9993438,마리샹리
5,일본/이탈리아,탑펍앤이자카야,02-794-9919,서울특별시 용산구 이태원로27길 6,지상5층 (이태원동),"주요메뉴 : 파스타 , 피자 18,000~23,000, 이자카야 안주류 8,000~28,000추천메뉴 : 무제한 스테이크 43,000",37.53502622,126.9956146,"스테이크, 이자카야, 맛집"
5,이탈리아,까사안토니오,02-794-8803,서울특별시 용산구 이태원로27길 6,지상2층 (이태원동),"주요메뉴 : 파스타 까르보나라 22,000 피자 마가리타 18,000추천메뉴 : 티본 스테이크 90,000(600g)",37.53502622,126.9956146,오리지널 이탈리안 푸드
5,스위스,알트스위스샬레,02-797-9664,서울특별시 용산구 이태원로27길 38,지상2층 (이태원동),"주요메뉴 : 라끌렛 (2인기준 68,000), 로스터(티) 20,000추천메뉴 : 치즈퐁듀 30,000, 오일퐁듀 30,000~37,000",37.53568929,126.9942342,이태원에서 37년 동안 스위스 대표음식`퐁듀`를 전문적으로 판매하고 있는 스위스풍의 레스토랑입니다. 스위스 전통가옥 샬레의  내부를 그대로재현하여 특히 외국분들이 많이 좋아하시는 분위기 입니다.
5,미국,구에스티케이733,02-794-7339,서울특별시 용산구 이태원로27길 101,1층 (한남동),"주요메뉴 : 드라이에이징 본인립아이 100g/30,000(평균600g),  드라이에이징 티본 100g/30,000(평균700~800g추천메뉴 : 드라이에이징 포터하우스 100g/33,000(평균800~900g)",37.53770396,126.9949129,미국식 스테이크
5,이탈리아,비스트로 마미,02-701-6077,서울특별시 용산구 이태원로27길 101,(한남동),"주요메뉴 : 연어스테이크 35,000, 해산물스파게티 28,000, 고르곤졸라피자 25,000추천메뉴 : 안심스테이크 55,000",37.53770396,126.9949129,가정식 프렌치&이탈리안 레스토랑
5,프랑스,비손,02-790-0479,서울특별시 용산구 이태원로27길 101,(한남동),"주요메뉴 : 양파수프 12,000, 달팽이요리추천메뉴 : 프랑스식스테이크 53,000",37.53770396,126.9949129,프랑스식 가정식(25년 전통)
